Mon Dec 16 00:41:07 2019,10069,1,6.34,-10.78,-0.72,4.14,-9.17,21.49,2
Mon Dec 16 00:41:07 2019,10070,1,6.74,-10.67,-0.46,10.26,-10.89,12.57,2
Mon Dec 16 00:41:07 2019,10071,1,6.66,-10.42,-0.9,0.01,-14.39,13.9,2
Mon Dec 16 00:41:07 2019,10072,1,6.46,-10.22,-1.18,12.5,-16.56,17.3,2
Mon Dec 16 00:41:07 2019,10073,1,6.31,-10.45,-0.91,11.85,-12.81,22.47,2
Mon Dec 16 00:41:07 2019,10074,1,6.3,-10.8,-0.88,11.21,-11.06,20.47,2
Mon Dec 16 00:41:08 2019,10075,1,6.06,-11,-0.75,9.37,-7.55,20.77,2
Mon Dec 16 00:41:08 2019,10076,1,5.93,-11.01,-0.54,0.54,-7.16,18.41,2
Mon Dec 16 00:41:08 2019,10077,1,5.81,-11.21,-0.64,-2.79,-7.1,16.41,2
Mon Dec 16 00:41:08 2019,10078,1,5.73,-11.08,-0.88,-3.8,-12.5,17.21,2
Mon Dec 16 00:41:08 2019,10079,1,5.75,-11.24,-1.13,-6.21,-9.54,21.05,2
Mon Dec 16 00:41:08 2019,10080,1,5.59,-11.23,-1.32,5.79,-10.14,31.29,2
Mon Dec 16 00:41:08 2019,10081,1,5.23,-11.46,-1.02,9.63,-13.23,38.31,2
Mon Dec 16 00:41:08 2019,10082,1,5.05,-11.79,-1.07,10.13,-15.6,39.88,2
Mon Dec 16 00:41:08 2019,10083,1,4.6,-12.16,-1.19,39.15,-32.76,34.84,2
Mon Dec 16 00:41:08 2019,10084,1,4.6,-12.07,-1.73,58.98,-15.26,36.94,2
Mon Dec 16 00:41:08 2019,10085,1,4.03,-12.33,-1.76,77.24,20.24,33.45,2
Mon Dec 16 00:41:08 2019,10086,1,3.55,-12.56,-1.35,131.19,84.38,21.44,2
Mon Dec 16 00:41:08 2019,10087,1,2.89,-11.76,0.07,247.52,96.11,-2.59,2
Mon Dec 16 00:41:08 2019,10088,1,-2.76,-9.25,6.21,250.13,-121.76,-172.18,2
Mon Dec 16 00:41:08 2019,10089,1,-0.53,-11.47,6.39,160.06,182.15,-211.91,2
Mon Dec 16 00:41:08 2019,10090,1,5.89,-4.94,4.23,222.94,20.3,-132.78,2
